customer_id,name,email,country,age,signup_date,marketing_opt_in,n_orders,first_order_date,last_order_date,total_revenue,avg_order_value,n_sessions,sessions_with_purchase,sessions_without_purchase,avg_session_duration_min,total_session_revenue
4060,Deanna Owens,burnettcynthia@example.net,GB,56,2022-09-04,True,1.0,2025-07-06 07:27:24,2025-07-06 07:27:24,4.15,4.15,5.0,1.0,4.0,41.6,4.15
4061,Manuel Soto,ephillips@example.net,GB,41,2020-05-09,True,2.0,2020-06-08 10:49:40,2023-02-14 12:17:12,67.28999999999999,33.644999999999996,6.0,2.0,4.0,63.333333333333336,67.28999999999999
4062,Hailey Williams,hwatson@example.org,DE,39,2020-05-23,True,2.0,2021-04-29 12:44:42,2022-11-25 07:32:05,266.63,133.315,5.0,2.0,3.0,109.72999999999999,266.63
4063,Sandra Martin,barbara69@example.org,BR,63,2023-08-15,False,3.0,2022-01-21 14:05:04,2025-03-06 07:07:11,556.94,185.64666666666668,4.0,3.0,1.0,103.6375,556.94
4064,Sergio Vang,johnmaxwell@example.net,SE,62,2023-03-28,False,2.0,2021-04-29 06:06:33,2021-09-30 17:14:01,344.15,172.075,7.0,2.0,5.0,64.63095238095238,344.15
4065,David Dickerson,emily80@example.org,GB,18,2023-05-25,False,0.0,,,0.0,0.0,8.0,0.0,8.0,57.0,0.0
4066,Erin Owens PhD,orozcorobert@example.net,IN,38,2025-05-05,True,0.0,,,0.0,0.0,4.0,0.0,4.0,35.7,0.0
4067,Victor Gonzalez,lorettavasquez@example.com,CA,59,2025-08-01,False,1.0,2021-07-02 05:50:04,2021-07-02 05:50:04,84.51,84.51,4.0,1.0,3.0,48.3375,84.51
4068,Elizabeth Yang,peggy14@example.com,SG,42,2022-02-21,True,0.0,,,0.0,0.0,8.0,0.0,8.0,66.05625,0.0
4069,Christina Olsen,timgray@example.net,US,50,2023-07-29,False,1.0,2021-07-15 21:18:43,2021-07-15 21:18:43,27.05,27.05,2.0,1.0,1.0,74.5,27.05
4070,Angel Francis,nathaniel23@example.org,ZA,52,2024-03-23,True,2.0,2022-06-23 12:33:39,2025-02-16 01:56:19,195.09,97.545,3.0,2.0,1.0,80.7,195.09
4071,Patrick Bradford,maureen65@example.net,SG,49,2025-02-09,True,1.0,2022-01-09 13:22:38,2022-01-09 13:22:38,102.92,102.92,5.0,1.0,4.0,81.4,102.92
4072,Larry Wilson,burnsamy@example.com,JP,55,2021-10-09,True,2.0,2021-06-23 04:00:50,2024-02-28 04:42:35,217.52,108.76,5.0,2.0,3.0,56.0,217.52
4073,Martha Martinez,pjacobs@example.org,IN,49,2021-04-04,True,2.0,2020-01-16 18:33:35,2023-04-24 12:12:35,412.56,206.28,7.0,2.0,5.0,63.0,412.56
4074,Victoria Lee,chrisjimenez@example.net,US,66,2023-09-01,True,2.0,2020-06-01 04:39:16,2025-06-01 20:31:13,174.54000000000002,87.27000000000001,9.0,2.0,7.0,59.705555555555556,174.54000000000002
4075,Lisa Johnson,smithashley@example.org,IN,52,2020-12-15,False,0.0,,,0.0,0.0,4.0,0.0,4.0,40.3375,0.0
4076,Kimberly Martinez,alejandra44@example.com,DE,35,2023-10-15,False,2.0,2021-12-18 04:24:45,2022-02-18 00:43:46,176.76,88.38,6.0,2.0,4.0,70.24166666666666,176.76
4077,Jacob Potter,tony52@example.com,SE,51,2023-06-12,False,3.0,2023-07-21 14:43:22,2025-08-01 06:01:55,1329.48,443.16,6.0,3.0,3.0,87.38333333333333,1329.48
4078,Jennifer Phillips,ronaldturner@example.com,ES,56,2023-04-23,True,2.0,2020-07-14 18:42:00,2022-02-28 10:15:53,326.96000000000004,163.48000000000002,10.0,2.0,8.0,72.08500000000001,326.96000000000004
4079,James Smith,jacob42@example.com,IN,40,2024-12-30,True,4.0,2021-02-03 22:37:32,2023-12-30 21:00:45,743.47,185.8675,6.0,4.0,2.0,80.0,743.47
4080,Wesley Gutierrez,yvonnehunt@example.org,AE,61,2020-08-19,True,2.0,2023-04-12 19:34:46,2023-12-27 00:22:49,80.50999999999999,40.254999999999995,11.0,2.0,9.0,78.54545454545455,80.50999999999999
4081,David Berger,thomas51@example.org,FR,56,2021-09-16,False,2.0,2024-03-01 14:43:50,2025-07-25 08:46:49,349.53,174.765,7.0,2.0,5.0,58.142857142857146,349.53
4082,Robin Bartlett,rwright@example.com,US,24,2025-10-01,False,1.0,2023-04-28 00:36:43,2023-04-28 00:36:43,151.31,151.31,4.0,1.0,3.0,69.5,151.31
4083,Mark Roach,deanmatthew@example.net,BR,28,2021-06-03,False,1.0,2023-10-12 08:46:20,2023-10-12 08:46:20,219.51,219.51,4.0,1.0,3.0,72.25,219.51
4084,Emily Le,velasquezrichard@example.net,GB,62,2022-05-02,False,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4085,Lauren Davis,xalvarado@example.org,GB,52,2021-04-05,True,3.0,2020-01-04 12:41:36,2022-09-23 18:58:26,386.62,128.87333333333333,6.0,3.0,3.0,81.5,386.62
4086,Ryan Weaver,maria52@example.com,MX,52,2025-02-01,False,2.0,2020-04-10 17:47:04,2025-04-27 06:42:34,761.6999999999999,380.84999999999997,9.0,2.0,7.0,62.592592592592595,761.6999999999999
4087,Gregory Parks,harrymorales@example.com,CA,40,2025-04-02,True,1.0,2023-03-09 22:03:06,2023-03-09 22:03:06,42.43,42.43,7.0,1.0,6.0,46.31666666666667,42.43
4088,Corey Gomez,armstrongjoyce@example.com,US,72,2024-11-09,True,2.0,2023-10-14 03:00:02,2024-02-08 03:53:05,134.87,67.435,4.0,2.0,2.0,103.25,134.87
4089,Michael Martinez,hamiltonnicole@example.org,ZA,62,2020-09-22,True,2.0,2022-12-07 18:38:01,2023-10-30 10:20:41,263.83,131.915,6.0,2.0,4.0,28.066666666666666,263.83
4090,Luis Hampton,ramseycody@example.net,SG,57,2024-07-04,False,0.0,,,0.0,0.0,3.0,0.0,3.0,69.0,0.0
4091,Sarah Davis,tiffanygarrison@example.org,FR,25,2024-08-26,True,1.0,2022-10-10 14:23:24,2022-10-10 14:23:24,5.4,5.4,1.0,1.0,0.0,80.0,5.4
4092,Dana Strickland,emilyharrison@example.com,IN,54,2022-03-17,False,1.0,2025-01-15 15:07:27,2025-01-15 15:07:27,16.86,16.86,8.0,1.0,7.0,43.625,16.86
4093,Timothy Miller,hward@example.org,DE,69,2021-11-04,False,2.0,2020-12-13 18:19:20,2023-06-14 06:03:51,48.06,24.03,3.0,2.0,1.0,71.66666666666667,48.06
4094,Debra Schwartz,cassandrabrown@example.org,MX,31,2023-10-14,False,2.0,2021-04-07 18:13:32,2023-09-28 10:07:29,491.47,245.735,4.0,2.0,2.0,77.05833333333334,491.46999999999997
4095,Thomas King,tammy23@example.net,IN,52,2025-06-06,False,1.0,2022-05-30 11:24:26,2022-05-30 11:24:26,21.46,21.46,4.0,1.0,3.0,64.4375,21.46
4096,James Matthews,williambowen@example.com,DE,21,2025-06-12,False,1.0,2024-08-22 11:06:30,2024-08-22 11:06:30,177.42,177.42,3.0,1.0,2.0,48.0,177.42
4097,Kenneth Bowers,jamessosa@example.com,GB,43,2025-10-10,False,0.0,,,0.0,0.0,3.0,0.0,3.0,61.88888888888889,0.0
4098,Heather Leblanc,erika71@example.net,FR,65,2023-12-09,True,1.0,2022-04-04 13:21:36,2022-04-04 13:21:36,54.73,54.73,9.0,1.0,8.0,55.55555555555556,54.73
4099,Diane Crawford,holmestrevor@example.org,AU,40,2021-04-05,False,1.0,2023-10-02 23:02:34,2023-10-02 23:02:34,31.18,31.18,3.0,1.0,2.0,70.12222222222222,31.18
4100,Mathew Larson,diane97@example.net,IN,22,2024-11-06,True,3.0,2020-03-29 18:35:52,2025-03-19 04:53:00,845.76,281.92,9.0,3.0,6.0,53.333333333333336,845.76
4101,Sheryl Park,calvin12@example.net,SG,23,2023-07-29,False,4.0,2023-05-11 21:04:55,2025-04-12 23:19:55,637.17,159.2925,10.0,4.0,6.0,60.3,637.17
4102,Timothy Rich,thomas07@example.net,ZA,62,2022-03-07,False,2.0,2025-03-03 02:18:43,2025-08-09 13:03:23,119.36,59.68,8.0,2.0,6.0,54.0,119.36
4103,Nathaniel Guzman,briannabarnes@example.net,US,44,2022-02-01,False,1.0,2024-08-26 22:57:41,2024-08-26 22:57:41,64.94,64.94,1.0,1.0,0.0,16.0,64.94
4104,Heather Fuller,crobinson@example.com,US,54,2023-04-11,True,2.0,2021-08-05 17:29:27,2024-01-29 01:50:46,131.34,65.67,6.0,2.0,4.0,55.85277777777778,131.34
4105,Brittany Turner,eperkins@example.com,ES,67,2025-09-21,False,1.0,2024-11-18 04:20:39,2024-11-18 04:20:39,62.1,62.1,7.0,1.0,6.0,63.42857142857143,62.1
4106,Tina Oneill,snowvictoria@example.org,JP,65,2023-07-28,True,2.0,2020-12-25 05:29:14,2024-10-17 13:28:00,171.15,85.575,3.0,2.0,1.0,100.4888888888889,171.15
4107,Angela Oneill,ocampbell@example.com,ES,55,2020-10-20,True,2.0,2020-10-16 19:12:19,2021-08-31 04:20:24,84.34,42.17,7.0,2.0,5.0,90.42857142857143,84.34
4108,Shannon Dickerson,ricky63@example.com,ES,57,2025-07-31,False,1.0,2022-01-15 08:42:37,2022-01-15 08:42:37,121.43,121.43,5.0,1.0,4.0,49.07666666666667,121.43
4109,Cody Johnson,wilsonjoe@example.com,US,44,2020-12-27,True,4.0,2020-05-15 14:32:42,2025-09-28 15:13:41,736.77,184.1925,7.0,4.0,3.0,59.42857142857143,736.77
4110,George Scott,williamsonjoseph@example.org,SE,33,2024-04-20,False,1.0,2023-12-01 08:40:54,2023-12-01 08:40:54,15.86,15.86,6.0,1.0,5.0,63.20277777777778,15.86
4111,Thomas Green,garycox@example.net,IN,36,2024-05-26,False,2.0,2020-01-19 16:04:50,2020-07-24 09:42:24,599.43,299.715,3.0,2.0,1.0,98.66666666666667,599.43
4112,Blake Murray,samantha87@example.org,FR,22,2022-11-19,True,2.0,2020-05-17 07:15:52,2021-12-17 01:23:09,304.21999999999997,152.10999999999999,4.0,2.0,2.0,76.275,304.21999999999997
4113,Jennifer Henson,schaefertimothy@example.org,US,47,2025-03-26,True,2.0,2021-09-29 00:02:18,2024-12-16 02:51:28,93.22,46.61,6.0,2.0,4.0,59.833333333333336,93.22
4114,Margaret Adams,walterprice@example.com,PL,67,2023-05-06,True,0.0,,,0.0,0.0,6.0,0.0,6.0,53.833333333333336,0.0
4115,Deborah Brooks,lauren47@example.org,FR,70,2021-05-30,False,0.0,,,0.0,0.0,1.0,0.0,1.0,35.0,0.0
4116,Jimmy Jones,victoria69@example.net,MX,49,2024-11-13,False,1.0,2020-12-05 10:23:30,2020-12-05 10:23:30,27.01,27.01,7.0,1.0,6.0,33.57142857142857,27.01
4117,Ricky Martinez,christopher01@example.net,GB,32,2020-05-01,False,2.0,2020-01-04 12:32:26,2024-03-30 05:12:25,255.05,127.525,6.0,2.0,4.0,60.74722222222223,255.05
4118,Jennifer Leach,esandoval@example.org,PL,27,2023-06-30,True,2.0,2022-03-24 17:52:59,2025-06-27 10:29:16,179.96,89.98,3.0,2.0,1.0,39.333333333333336,179.96
4119,Ryan Watson,diane11@example.net,BR,28,2020-03-31,True,3.0,2021-01-01 14:49:44,2025-07-17 05:55:44,320.87,106.95666666666666,11.0,3.0,8.0,34.72727272727273,320.87
4120,Megan Johnson,mgibson@example.com,MX,25,2021-09-28,False,1.0,2024-08-26 07:00:26,2024-08-26 07:00:26,11.26,11.26,9.0,1.0,8.0,24.805555555555557,11.26
4121,Tracy Medina,bharris@example.org,PL,20,2024-10-08,True,2.0,2021-09-03 00:29:40,2024-01-21 09:53:14,87.84,43.92,4.0,2.0,2.0,67.75,87.84
4122,Tracy Lopez,obailey@example.com,MX,75,2024-08-05,True,2.0,2023-06-23 22:40:04,2024-01-04 09:12:29,342.89,171.445,6.0,2.0,4.0,85.12222222222222,342.89
4123,Antonio Keith,danacruz@example.org,US,41,2025-07-11,False,2.0,2023-07-09 06:41:09,2024-05-09 22:37:00,36.3,18.15,4.0,2.0,2.0,53.75,36.3
4124,Amanda Meyer,wintersjasmine@example.com,FR,23,2024-07-14,True,3.0,2023-03-20 11:58:28,2024-05-08 11:31:54,337.75,112.58333333333333,8.0,3.0,5.0,72.5,337.75
4125,Tracy Zuniga,lswanson@example.com,IN,67,2021-12-21,True,2.0,2020-01-12 00:37:06,2020-07-15 13:51:38,60.019999999999996,30.009999999999998,6.0,2.0,4.0,65.0,60.019999999999996
4126,Eric Miller,ryanphillips@example.net,MX,49,2022-08-23,False,1.0,2022-04-13 23:40:47,2022-04-13 23:40:47,17.09,17.09,9.0,1.0,8.0,53.60925925925926,17.09
4127,Michael Johnston,jessicaowen@example.org,US,47,2023-01-18,False,4.0,2020-06-23 13:26:09,2024-12-21 12:34:56,237.78,59.445,7.0,4.0,3.0,60.714285714285715,237.78
4128,Diamond Fox,bryan49@example.org,US,44,2025-04-26,False,0.0,,,0.0,0.0,3.0,0.0,3.0,26.333333333333332,0.0
4129,Jackie Rodgers,alyssa07@example.org,US,23,2021-01-10,False,2.0,2022-10-11 10:57:23,2023-08-04 14:05:25,192.35,96.175,3.0,2.0,1.0,61.666666666666664,192.35
4130,Jeffrey Baird,barbara81@example.org,SG,35,2025-02-02,True,1.0,2023-05-21 22:43:37,2023-05-21 22:43:37,135.49,135.49,6.0,1.0,5.0,66.97777777777777,135.49
4131,Taylor Martinez,sophia90@example.org,FR,61,2023-02-10,True,2.0,2021-10-01 07:12:58,2022-10-31 17:29:56,213.25,106.625,3.0,2.0,1.0,65.66666666666667,213.25
4132,Monica Kim,whitelaura@example.org,GB,50,2023-12-02,True,2.0,2021-05-10 20:13:18,2024-03-08 16:52:08,277.82,138.91,4.0,2.0,2.0,77.50416666666666,277.82
4133,Patrick Kennedy,richardnorman@example.org,DE,32,2022-04-11,True,3.0,2020-01-09 09:28:06,2023-11-06 11:45:14,311.39,103.79666666666667,6.0,3.0,3.0,80.16666666666667,311.39
4134,Donald Hunt,tlopez@example.org,PL,69,2025-09-13,False,4.0,2020-04-13 17:56:37,2023-06-25 10:04:08,342.95,85.7375,12.0,4.0,8.0,61.37222222222223,342.95
4135,Crystal Molina,lopezsarah@example.org,IN,62,2024-01-29,True,2.0,2021-02-06 01:58:17,2023-05-18 13:11:56,621.12,310.56,9.0,2.0,7.0,66.17222222222222,621.12
4136,Leslie Davies,zjordan@example.org,AU,29,2023-11-13,True,2.0,2021-11-30 03:01:56,2023-01-23 11:17:38,154.01000000000002,77.00500000000001,2.0,2.0,0.0,67.5,154.01000000000002
4137,Timothy Sparks,kgreen@example.com,SE,67,2022-08-01,True,2.0,2020-09-21 20:47:04,2024-10-09 23:14:46,395.59000000000003,197.79500000000002,6.0,2.0,4.0,68.8638888888889,395.59000000000003
4138,John Mcconnell,zreed@example.com,US,51,2023-01-01,True,0.0,,,0.0,0.0,5.0,0.0,5.0,27.6,0.0
4139,Charles Stuart,adamsmary@example.net,DE,54,2024-01-02,False,2.0,2020-01-25 04:06:14,2023-01-19 07:02:41,101.19999999999999,50.599999999999994,5.0,2.0,3.0,45.2,101.19999999999999
4140,Brian May,linda55@example.net,PL,75,2025-01-23,False,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4141,Antonio Good,sharon30@example.com,SG,31,2023-12-14,True,3.0,2020-03-08 14:27:26,2024-09-27 09:37:50,805.21,268.40333333333336,5.0,3.0,2.0,50.0,805.21
4142,Misty Bennett,kenneth53@example.com,AU,57,2023-09-02,True,1.0,2020-12-17 18:27:46,2020-12-17 18:27:46,55.71,55.71,4.0,1.0,3.0,49.25,55.71
4143,Tina Smith,vford@example.net,PL,52,2025-02-13,True,6.0,2020-02-10 14:23:20,2025-05-11 09:29:47,401.97,66.995,8.0,6.0,2.0,90.41875,401.97
4144,Christopher Cunningham,melissa37@example.net,GB,24,2020-04-15,True,0.0,,,0.0,0.0,1.0,0.0,1.0,71.0,0.0
4145,Marcus Dillon PhD,hreeves@example.com,AE,50,2020-09-15,False,4.0,2020-01-15 08:01:01,2025-10-23 13:19:43,318.33,79.5825,12.0,4.0,8.0,38.013888888888886,318.33
4146,James Allen,karenmartinez@example.org,ES,48,2021-05-25,True,1.0,2025-08-30 15:12:26,2025-08-30 15:12:26,1101.3,1101.3,7.0,1.0,6.0,40.87380952380953,1101.3
4147,Teresa Welch,james41@example.com,MX,64,2025-08-25,True,3.0,2020-02-20 02:40:07,2020-11-19 19:10:57,280.53,93.50999999999999,5.0,3.0,2.0,47.84666666666667,280.53
4148,Angela Forbes,stephanie75@example.net,US,74,2023-12-16,False,1.0,2021-01-11 15:30:28,2021-01-11 15:30:28,9.58,9.58,9.0,1.0,8.0,46.0,9.58
4149,Tina Hansen,sierraavila@example.net,BR,31,2023-05-07,True,1.0,2020-12-24 03:10:47,2020-12-24 03:10:47,773.79,773.79,5.0,1.0,4.0,43.2,773.79
4150,Zachary Gordon,james94@example.org,FR,25,2024-07-02,True,3.0,2021-05-04 00:10:14,2024-07-06 16:52:51,303.37,101.12333333333333,12.0,3.0,9.0,60.05277777777778,303.37
4151,Michael Griffith,cblankenship@example.com,AE,29,2021-02-24,True,1.0,2023-01-08 01:09:13,2023-01-08 01:09:13,43.08,43.08,4.0,1.0,3.0,65.25,43.08
4152,Brittany Nguyen,brenda69@example.net,SG,68,2025-04-05,True,4.0,2020-12-25 11:17:48,2024-03-21 23:00:06,601.48,150.37,9.0,4.0,5.0,72.67592592592592,601.48
4153,Deborah Molina,edwardcampbell@example.com,GB,28,2023-10-20,True,3.0,2021-07-26 04:16:43,2022-01-11 04:58:33,143.95999999999998,47.98666666666666,4.0,3.0,1.0,54.75,143.95999999999998
4154,Barry Howe,medinafrederick@example.org,US,59,2024-09-01,True,1.0,2020-12-29 02:50:49,2020-12-29 02:50:49,93.26,93.26,6.0,1.0,5.0,36.44722222222222,93.26
4155,Jeremy Nelson,meganwilson@example.org,SG,26,2022-07-28,True,0.0,,,0.0,0.0,2.0,0.0,2.0,80.65833333333333,0.0
4156,Michelle Harmon,bmercer@example.org,US,63,2021-01-27,False,3.0,2022-01-31 11:56:27,2024-03-25 07:17:37,353.69,117.89666666666666,5.0,3.0,2.0,54.2,353.69
4157,Desiree Leonard DVM,kelly66@example.org,US,57,2025-05-09,True,1.0,2023-05-08 22:12:35,2023-05-08 22:12:35,27.89,27.89,7.0,1.0,6.0,45.42857142857143,27.89
4158,Robin Kennedy,lcunningham@example.com,GB,59,2022-07-07,True,4.0,2020-10-31 09:01:50,2025-04-06 02:02:12,368.02,92.005,10.0,4.0,6.0,73.1,368.02
4159,Sharon Hopkins,cookchristopher@example.com,BR,28,2025-01-29,False,3.0,2022-05-12 21:57:33,2025-09-24 23:41:16,237.18,79.06,6.0,3.0,3.0,80.61111111111111,237.18
4160,Jerry Hobbs,anthony11@example.com,AU,26,2020-02-26,False,2.0,2021-09-30 02:13:20,2024-01-18 22:21:52,129.94,64.97,5.0,2.0,3.0,67.67,129.94
4161,Jason Olson,nathan90@example.org,JP,18,2021-02-09,False,1.0,2024-08-22 13:45:27,2024-08-22 13:45:27,48.35,48.35,5.0,1.0,4.0,44.96333333333333,48.35
4162,Maria Cruz,fbarber@example.net,AE,45,2023-02-09,True,6.0,2021-07-17 07:20:57,2024-11-13 21:50:48,1143.3400000000001,190.5566666666667,10.0,6.0,4.0,71.9,1143.3400000000001
4163,Hunter Carter,sarah71@example.org,PL,57,2023-02-09,False,2.0,2022-09-28 20:34:35,2024-12-21 23:51:54,293.09000000000003,146.54500000000002,5.0,2.0,3.0,44.0,293.09000000000003
4164,Christopher Carr,jasonedwards@example.net,GB,38,2020-01-20,False,3.0,2020-11-27 22:11:37,2025-05-09 18:03:17,223.45999999999998,74.48666666666666,10.0,3.0,7.0,59.92999999999999,223.45999999999998
4165,Joyce West,greenamanda@example.org,US,70,2023-11-11,True,2.0,2020-07-04 01:56:51,2023-02-10 04:47:44,12.85,6.425,6.0,2.0,4.0,39.22777777777778,12.85
4166,Bryan Castro,atkinsonkimberly@example.net,FR,73,2024-09-02,True,3.0,2021-08-28 06:57:09,2024-10-07 08:01:34,265.32,88.44,6.0,3.0,3.0,60.666666666666664,265.32
4167,Karen Bailey,scott76@example.com,NL,31,2025-09-22,True,5.0,2020-01-28 23:31:08,2025-09-13 20:48:28,1007.6700000000001,201.53400000000002,8.0,5.0,3.0,80.52916666666667,1007.6700000000001
4168,Victoria Smith,jesus27@example.com,AU,75,2021-03-02,False,0.0,,,0.0,0.0,5.0,0.0,5.0,42.876666666666665,0.0
4169,Tiffany Rivera,jeremy53@example.org,JP,38,2021-07-30,False,1.0,2020-02-19 01:23:49,2020-02-19 01:23:49,14.01,14.01,8.0,1.0,7.0,61.86875,14.01
4170,Angela Gordon,qbowen@example.com,MX,29,2025-09-07,True,2.0,2021-01-19 00:31:06,2025-09-15 17:05:31,100.02,50.01,4.0,2.0,2.0,90.25,100.02
4171,Benjamin George,davidwhite@example.net,GB,43,2025-04-09,True,3.0,2023-07-22 17:26:13,2024-10-25 12:28:23,100.42,33.473333333333336,5.0,3.0,2.0,92.68666666666667,100.42
4172,Travis Cox,deborah97@example.com,MX,36,2022-01-05,False,3.0,2020-02-04 14:17:28,2023-01-22 01:08:26,438.43,146.14333333333335,4.0,3.0,1.0,37.0,438.43
4173,Mary Allen,seanrosales@example.com,GB,71,2023-06-19,False,1.0,2025-08-28 12:04:41,2025-08-28 12:04:41,148.89,148.89,4.0,1.0,3.0,48.0,148.89
4174,Jacob Thomas,kristin89@example.net,FR,74,2023-12-25,True,1.0,2021-12-05 12:17:09,2021-12-05 12:17:09,256.23,256.23,5.0,1.0,4.0,82.4,256.23
4175,John Parker,showard@example.com,GB,32,2020-02-04,True,3.0,2020-07-17 19:20:10,2024-02-10 23:44:36,92.77,30.923333333333332,12.0,3.0,9.0,58.268055555555556,92.77
4176,Adam Evans,jacksonmiranda@example.net,US,23,2023-03-03,True,1.0,2022-11-09 01:19:49,2022-11-09 01:19:49,55.18,55.18,4.0,1.0,3.0,81.2625,55.18
4177,Lauren Montgomery,laurenhull@example.net,FR,35,2023-10-15,False,1.0,2022-03-15 17:50:33,2022-03-15 17:50:33,136.27,136.27,8.0,1.0,7.0,46.2,136.27
4178,Jerry Cruz,russelljulie@example.org,DE,34,2025-02-04,False,3.0,2020-01-12 23:34:44,2025-03-25 04:49:17,212.26,70.75333333333333,6.0,3.0,3.0,59.269444444444446,212.26
4179,Jennifer Potts,janicedavies@example.com,DE,42,2025-02-05,True,4.0,2020-01-09 18:28:13,2024-04-23 07:33:53,634.53,158.6325,4.0,4.0,0.0,50.0,634.53
4180,Chad Thomas,emmahernandez@example.org,GB,75,2025-01-31,True,2.0,2023-05-19 23:51:46,2023-11-29 18:47:11,61.129999999999995,30.564999999999998,8.0,2.0,6.0,45.73125,61.129999999999995
4181,Rachel Sullivan,fosterdavid@example.org,BR,34,2024-10-06,True,0.0,,,0.0,0.0,3.0,0.0,3.0,69.03888888888889,0.0
4182,Matthew Daniels,christopher30@example.net,FR,47,2024-01-27,True,2.0,2021-12-10 06:56:58,2025-09-15 00:45:52,121.7,60.85,3.0,2.0,1.0,60.666666666666664,121.7
4183,Michele Martin,zharper@example.net,FR,36,2023-05-28,True,1.0,2020-09-11 17:20:44,2020-09-11 17:20:44,99.09,99.09,5.0,1.0,4.0,69.6,99.09
4184,Tara Simpson,brittany04@example.com,JP,27,2025-10-11,False,3.0,2020-05-24 05:11:37,2025-07-03 20:10:34,565.1800000000001,188.39333333333335,7.0,3.0,4.0,73.07142857142857,565.1800000000001
4185,Jennifer Bailey,rachelguzman@example.org,IN,30,2022-06-29,True,3.0,2021-03-29 08:50:10,2023-03-03 05:32:20,322.25,107.41666666666667,7.0,3.0,4.0,57.733333333333334,322.25
4186,Anna Deleon,beckerjonathan@example.com,BR,61,2023-11-27,False,2.0,2020-04-22 17:57:10,2025-06-24 02:50:14,289.89000000000004,144.94500000000002,5.0,2.0,3.0,57.8,289.89000000000004
4187,Nathan Olson,philipsteele@example.org,JP,29,2023-03-13,True,0.0,,,0.0,0.0,1.0,0.0,1.0,9.0,0.0
4188,Kellie Hart,lori16@example.org,MX,72,2025-06-01,False,2.0,2021-02-26 02:08:54,2024-07-10 10:31:36,232.08999999999997,116.04499999999999,5.0,2.0,3.0,50.2,232.08999999999997
4189,Linda Robinson,william14@example.net,US,45,2022-08-09,False,4.0,2022-04-27 16:46:56,2025-06-16 06:19:52,131.41,32.8525,6.0,4.0,2.0,62.833333333333336,131.41
4190,Derrick Campbell,victoriafitzpatrick@example.net,IN,25,2020-10-07,True,1.0,2023-04-27 22:07:42,2023-04-27 22:07:42,34.41,34.41,4.0,1.0,3.0,74.75,34.41
4191,Stephen Smith,leslie93@example.com,CA,28,2022-01-28,False,9.0,2020-05-02 02:20:17,2024-11-06 03:05:02,1179.38,131.04222222222222,12.0,9.0,3.0,83.62222222222222,1179.38
4192,Cheryl Manning,ronald87@example.com,JP,62,2023-02-15,True,3.0,2020-01-24 00:06:05,2025-01-27 01:57:16,425.95,141.98333333333332,7.0,3.0,4.0,76.28571428571429,425.95
4193,Laura Gonzales,rebeccarusso@example.org,FR,31,2025-03-06,True,1.0,2020-01-13 01:30:09,2020-01-13 01:30:09,226.14,226.14,7.0,1.0,6.0,59.34761904761905,226.14
4194,Nichole Savage,gracekey@example.com,US,23,2023-03-13,True,2.0,2021-12-18 12:23:45,2025-05-30 14:21:31,289.67,144.835,4.0,2.0,2.0,96.02083333333333,289.67
4195,Michael Tran,bensonbenjamin@example.org,IN,71,2024-09-13,False,2.0,2021-09-18 23:15:27,2023-07-24 16:34:12,391.66999999999996,195.83499999999998,6.0,2.0,4.0,62.333333333333336,391.66999999999996
4196,Jessica Parks,whiteregina@example.org,JP,36,2024-03-30,True,1.0,2024-12-25 03:10:09,2024-12-25 03:10:09,27.47,27.47,6.0,1.0,5.0,29.21111111111111,27.47
4197,Keith Lutz,ykidd@example.net,US,42,2023-06-07,False,1.0,2024-11-28 08:34:00,2024-11-28 08:34:00,105.81,105.81,6.0,1.0,5.0,79.66944444444444,105.81
4198,Joseph Strickland,hannahbarr@example.com,ES,66,2022-07-27,False,2.0,2021-04-14 19:16:16,2023-06-12 09:22:15,236.22,118.11,7.0,2.0,5.0,62.714285714285715,236.22
4199,Brittney Hughes,johnsonalex@example.com,US,41,2020-09-22,True,3.0,2021-07-24 00:06:39,2025-01-18 22:07:52,234.34,78.11333333333333,12.0,3.0,9.0,52.13055555555555,234.34
4200,William Blankenship,anthonygonzalez@example.com,US,37,2020-04-16,False,2.0,2021-07-25 00:45:04,2025-05-06 23:59:11,338.11,169.055,5.0,2.0,3.0,75.6,338.11
4201,Penny Armstrong,jleon@example.net,NL,70,2022-10-24,False,2.0,2020-07-30 23:32:28,2025-05-13 12:18:50,115.57,57.785,7.0,2.0,5.0,67.27380952380953,115.57
4202,Martin Peters,grahamcassie@example.net,SG,32,2024-12-08,False,2.0,2022-07-08 20:41:40,2025-04-11 17:46:25,341.5,170.75,9.0,2.0,7.0,56.60740740740741,341.5
4203,Tommy Martinez,bburch@example.net,GB,25,2022-12-28,True,3.0,2021-11-14 12:48:20,2024-06-10 06:46:58,297.72,99.24000000000001,6.0,3.0,3.0,71.08611111111111,297.72
4204,Joseph Moore,monroepriscilla@example.net,PL,71,2024-04-03,True,3.0,2020-01-22 12:58:12,2025-08-18 13:54:15,465.51,155.17,7.0,3.0,4.0,89.83571428571429,465.51
4205,Christina Sandoval,bartonsteven@example.net,IN,48,2024-01-28,True,2.0,2023-05-24 23:51:06,2024-12-25 22:03:17,569.04,284.52,6.0,2.0,4.0,71.55277777777778,569.04
